1,1,0.01639344262295082,TitForTatAgentTB@14,(Offer  bid:Bid[Laptop: HP, Harddisk: 120 Gb, External Monitor: 20'' LCD])
1,2,0.01639344262295082,RandomCounterOfferNegotiationParty@15,(Offer  bid:Bid[Laptop: HP, Harddisk: 80 Gb, External Monitor: 19'' LCD])
2,1,0.03278688524590164,TitForTatAgentTB@14,(Offer  bid:Bid[Laptop: HP, Harddisk: 120 Gb, External Monitor: 19'' LCD])
2,2,0.03278688524590164,RandomCounterOfferNegotiationParty@15,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
3,1,0.04918032786885246,TitForTatAgentTB@14,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 20'' LCD])
3,2,0.04918032786885246,RandomCounterOfferNegotiationParty@15,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 20'' LCD])
4,1,0.06557377049180328,TitForTatAgentTB@14,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
4,2,0.06557377049180328,RandomCounterOfferNegotiationParty@15,(Offer  bid:Bid[Laptop: Dell, Harddisk: 60 Gb, External Monitor: 23'' LCD])
5,1,0.08196721311475409,TitForTatAgentTB@14,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
5,2,0.08196721311475409,RandomCounterOfferNegotiationParty@15,(Offer  bid:Bid[Laptop: HP, Harddisk: 80 Gb, External Monitor: 23'' LCD])
6,1,0.09836065573770492,TitForTatAgentTB@14,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
6,2,0.09836065573770492,RandomCounterOfferNegotiationParty@15,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
7,1,0.11475409836065574,TitForTatAgentTB@14,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
7,2,0.11475409836065574,RandomCounterOfferNegotiationParty@15,(Offer  bid:Bid[Laptop: Dell, Harddisk: 120 Gb, External Monitor: 23'' LCD])
8,1,0.13114754098360656,TitForTatAgentTB@14,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
8,2,0.13114754098360656,RandomCounterOfferNegotiationParty@15,(Offer  bid:Bid[Laptop: Dell, Harddisk: 60 Gb, External Monitor: 19'' LCD])
9,1,0.14754098360655737,TitForTatAgentTB@14,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
9,2,0.14754098360655737,RandomCounterOfferNegotiationParty@15,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 80 Gb, External Monitor: 19'' LCD])
10,1,0.16393442622950818,TitForTatAgentTB@14,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
10,2,0.16393442622950818,RandomCounterOfferNegotiationParty@15,(Offer  bid:Bid[Laptop: Dell, Harddisk: 60 Gb, External Monitor: 23'' LCD])
11,1,0.18032786885245902,TitForTatAgentTB@14,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
11,2,0.18032786885245902,RandomCounterOfferNegotiationParty@15,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 60 Gb, External Monitor: 20'' LCD])
12,1,0.19672131147540983,TitForTatAgentTB@14,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
12,2,0.19672131147540983,RandomCounterOfferNegotiationParty@15,(Offer  bid:Bid[Laptop: HP, Harddisk: 120 Gb, External Monitor: 20'' LCD])
13,1,0.21311475409836064,TitForTatAgentTB@14,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
13,2,0.21311475409836064,RandomCounterOfferNegotiationParty@15,(Offer  bid:Bid[Laptop: Dell, Harddisk: 80 Gb, External Monitor: 20'' LCD])
14,1,0.22950819672131148,TitForTatAgentTB@14,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
14,2,0.22950819672131148,RandomCounterOfferNegotiationParty@15,(Offer  bid:Bid[Laptop: Dell, Harddisk: 80 Gb, External Monitor: 23'' LCD])
15,1,0.2459016393442623,TitForTatAgentTB@14,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
15,2,0.2459016393442623,RandomCounterOfferNegotiationParty@15,(Offer  bid:Bid[Laptop: Dell, Harddisk: 60 Gb, External Monitor: 23'' LCD])
16,1,0.26229508196721313,TitForTatAgentTB@14,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
16,2,0.26229508196721313,RandomCounterOfferNegotiationParty@15,(Offer  bid:Bid[Laptop: HP, Harddisk: 80 Gb, External Monitor: 20'' LCD])
17,1,0.2786885245901639,TitForTatAgentTB@14,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
17,2,0.2786885245901639,RandomCounterOfferNegotiationParty@15,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
18,1,0.29508196721311475,TitForTatAgentTB@14,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 19'' LCD])
18,2,0.29508196721311475,RandomCounterOfferNegotiationParty@15,(Offer  bid:Bid[Laptop: Macintosh, Harddisk: 120 Gb, External Monitor: 19'' LCD])
19,1,0.3114754098360656,TitForTatAgentTB@14,(Offer  bid:Bid[Laptop: HP, Harddisk: 60 Gb, External Monitor: 23'' LCD])
