1,1,0.01639344262295082,BoulwareNegotiationParty@42,(Offer  bid:Bid[Pie: a1000])
1,2,0.01639344262295082,ConcederNegotiationParty@43,(Offer  bid:Bid[Pie: a0])
2,1,0.03278688524590164,BoulwareNegotiationParty@42,(Offer  bid:Bid[Pie: a1000])
2,2,0.03278688524590164,ConcederNegotiationParty@43,(Offer  bid:Bid[Pie: a128])
3,1,0.04918032786885246,BoulwareNegotiationParty@42,(Offer  bid:Bid[Pie: a1000])
3,2,0.04918032786885246,ConcederNegotiationParty@43,(Offer  bid:Bid[Pie: a181])
4,1,0.06557377049180328,BoulwareNegotiationParty@42,(Offer  bid:Bid[Pie: a1000])
4,2,0.06557377049180328,ConcederNegotiationParty@43,(Offer  bid:Bid[Pie: a222])
5,1,0.08196721311475409,BoulwareNegotiationParty@42,(Offer  bid:Bid[Pie: a1000])
5,2,0.08196721311475409,ConcederNegotiationParty@43,(Offer  bid:Bid[Pie: a256])
6,1,0.09836065573770492,BoulwareNegotiationParty@42,(Offer  bid:Bid[Pie: a1000])
6,2,0.09836065573770492,ConcederNegotiationParty@43,(Offer  bid:Bid[Pie: a286])
7,1,0.11475409836065574,BoulwareNegotiationParty@42,(Offer  bid:Bid[Pie: a1000])
7,2,0.11475409836065574,ConcederNegotiationParty@43,(Offer  bid:Bid[Pie: a314])
8,1,0.13114754098360656,BoulwareNegotiationParty@42,(Offer  bid:Bid[Pie: a1000])
8,2,0.13114754098360656,ConcederNegotiationParty@43,(Offer  bid:Bid[Pie: a339])
9,1,0.14754098360655737,BoulwareNegotiationParty@42,(Offer  bid:Bid[Pie: a1000])
9,2,0.14754098360655737,ConcederNegotiationParty@43,(Offer  bid:Bid[Pie: a362])
10,1,0.16393442622950818,BoulwareNegotiationParty@42,(Offer  bid:Bid[Pie: a1000])
10,2,0.16393442622950818,ConcederNegotiationParty@43,(Offer  bid:Bid[Pie: a384])
11,1,0.18032786885245902,BoulwareNegotiationParty@42,(Offer  bid:Bid[Pie: a1000])
11,2,0.18032786885245902,ConcederNegotiationParty@43,(Offer  bid:Bid[Pie: a405])
12,1,0.19672131147540983,BoulwareNegotiationParty@42,(Offer  bid:Bid[Pie: a1000])
12,2,0.19672131147540983,ConcederNegotiationParty@43,(Offer  bid:Bid[Pie: a425])
13,1,0.21311475409836064,BoulwareNegotiationParty@42,(Offer  bid:Bid[Pie: a1000])
13,2,0.21311475409836064,ConcederNegotiationParty@43,(Offer  bid:Bid[Pie: a444])
14,1,0.22950819672131148,BoulwareNegotiationParty@42,(Offer  bid:Bid[Pie: a1000])
14,2,0.22950819672131148,ConcederNegotiationParty@43,(Offer  bid:Bid[Pie: a462])
15,1,0.2459016393442623,BoulwareNegotiationParty@42,(Offer  bid:Bid[Pie: a999])
